Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,engagement_rate,viral
Post_2486,Instagram,#Education,Shorts,Brazil,220575,200694,61870,17571,Medium,127.0022,1
Post_2488,Instagram,#Gaming,Video,Canada,3287015,228853,73672,31885,Medium,10.1737,0
Post_2492,Instagram,#Gaming,Reel,USA,1976709,80323,48505,43372,Medium,8.7114,0
Post_2494,Instagram,#Challenge,Live Stream,Brazil,2827457,65941,46483,48418,Medium,5.6886,0
Post_2498,Instagram,#Viral,Reel,Germany,493921,40363,16844,32469,Low,18.1559,0
Post_2503,Instagram,#Music,Live Stream,Japan,1703104,197192,63338,3886,High,15.5255,0
Post_2508,Instagram,#Fashion,Tweet,India,4992601,389024,91886,16411,High,9.9612,0
Post_2513,Instagram,#Tech,Tweet,Germany,1814986,411569,12811,40638,Medium,25.621,0
Post_2516,Instagram,#Music,Live Stream,USA,213212,31125,57224,27244,High,54.2151,1
Post_2531,Instagram,#Tech,Post,Canada,4168696,113448,30625,48391,Medium,4.6169,0
Post_2535,Instagram,#Tech,Post,UK,2942675,167857,18673,3273,Medium,6.45,0
Post_2540,Instagram,#Music,Live Stream,Australia,401582,415577,39290,43037,High,123.9856,1
Post_2542,Instagram,#Gaming,Reel,UK,3508758,417726,86984,579,Low,14.4008,0
Post_2545,Instagram,#Comedy,Post,India,1827742,68140,14386,10354,Medium,5.0817,0
Post_2547,Instagram,#Fitness,Post,UK,3892548,47532,2967,4004,Low,1.4002,0
Post_2549,Instagram,#Comedy,Reel,UK,4428223,263558,38409,220,Medium,6.8241,0
Post_2561,Instagram,#Dance,Shorts,USA,1277252,142436,54890,11779,Low,16.3715,0
Post_2573,Instagram,#Education,Shorts,Japan,338623,170174,38826,10092,Low,64.7009,1
Post_2574,Instagram,#Education,Live Stream,Brazil,2262056,291846,30805,8381,Low,14.6341,0
Post_2576,Instagram,#Dance,Video,India,329482,463165,31309,31828,High,159.7362,1
Post_2579,Instagram,#Fitness,Reel,USA,1701876,310183,78161,41590,Medium,25.2624,0
Post_2580,Instagram,#Fitness,Reel,USA,142287,488840,88711,41354,Medium,434.9695,1
Post_2586,Instagram,#Education,Tweet,Brazil,1680761,17011,75940,20745,Medium,6.7646,0
Post_2587,Instagram,#Education,Post,Japan,3759036,49515,94487,19525,Medium,4.3502,0
Post_2588,Instagram,#Comedy,Tweet,Germany,4990567,196104,40750,15936,Low,5.0654,0
Post_2599,Instagram,#Comedy,Tweet,Canada,895082,165876,33670,43357,Low,27.1375,0
Post_2606,Instagram,#Challenge,Video,USA,3223017,409378,89525,29071,High,16.3814,0
Post_2610,Instagram,#Fitness,Reel,Canada,4144067,133720,86090,44322,Low,6.3737,0
Post_2614,Instagram,#Education,Shorts,Brazil,3997068,292005,85139,5723,Medium,9.5787,0
Post_2619,Instagram,#Fitness,Shorts,Japan,2287664,205770,47154,11030,Low,11.5381,0
Post_2631,Instagram,#Fashion,Video,Germany,172200,480028,66136,20523,High,329.0865,1
Post_2634,Instagram,#Gaming,Video,Canada,4828592,471991,21120,11961,High,10.46,0
Post_2639,Instagram,#Fashion,Live Stream,USA,4257118,186429,23604,19658,High,5.3955,0
Post_2641,Instagram,#Fashion,Shorts,USA,123286,34636,6143,15414,Medium,45.5794,1
Post_2644,Instagram,#Dance,Live Stream,Canada,2552873,342534,85291,24004,High,17.6988,0
Post_2650,Instagram,#Music,Reel,Japan,3073979,274163,78633,27860,Low,12.3832,0
Post_2653,Instagram,#Tech,Tweet,Germany,939952,64597,3267,48732,Low,12.4045,0
Post_2654,Instagram,#Gaming,Shorts,Brazil,3697216,209784,41633,19831,Medium,7.3365,0
Post_2655,Instagram,#Challenge,Live Stream,Japan,3339645,423737,51231,19571,Low,14.8081,0
Post_2657,Instagram,#Education,Tweet,India,921280,387296,3602,17054,Low,44.281,1
Post_2663,Instagram,#Gaming,Reel,Germany,2513698,158723,61512,17584,Low,9.4609,0
Post_2666,Instagram,#Comedy,Shorts,India,1691423,152626,11980,49620,Medium,12.6654,0
Post_2672,Instagram,#Fitness,Shorts,Canada,3583230,21976,19513,33330,Low,2.088,0
Post_2675,Instagram,#Dance,Live Stream,Brazil,2619842,462407,20536,35579,Low,19.7921,0
Post_2676,Instagram,#Viral,Shorts,UK,2126536,193598,42420,29174,Medium,12.4706,0
Post_2685,Instagram,#Tech,Video,India,1121577,171196,50556,19092,Medium,21.4737,0
Post_2695,Instagram,#Gaming,Video,Australia,3576712,403450,97590,31542,Medium,14.8903,0
Post_2700,Instagram,#Challenge,Video,Brazil,4777385,385660,33183,36910,Medium,9.5398,0
Post_2707,Instagram,#Fashion,Reel,Canada,2711659,266006,6741,40856,Medium,11.565,0
Post_2710,Instagram,#Fitness,Tweet,Brazil,12365,150585,22791,10537,Low,1487.3676,1
Post_2715,Instagram,#Tech,Post,Australia,3535094,277346,18702,27624,High,9.156,0
Post_2719,Instagram,#Challenge,Live Stream,UK,4621169,273643,43438,18369,Medium,7.259,0
Post_2721,Instagram,#Music,Live Stream,UK,1170696,429372,49207,49136,Low,45.077,1
Post_2731,Instagram,#Challenge,Tweet,India,1150787,65081,31527,30435,Medium,11.0397,0
Post_2735,Instagram,#Gaming,Live Stream,Brazil,4312788,124275,98380,8457,Medium,5.3588,0
Post_2740,Instagram,#Dance,Shorts,Canada,3529950,52867,17076,23240,High,2.6398,0
Post_2742,Instagram,#Music,Reel,Canada,2564894,135335,28533,7583,Medium,6.6845,0
Post_2745,Instagram,#Fitness,Reel,Japan,731621,11172,59313,35492,Low,14.4852,0
Post_2750,Instagram,#Gaming,Shorts,Australia,2612014,187743,54867,13925,Medium,9.8213,0
Post_2753,Instagram,#Comedy,Shorts,Canada,4425278,417054,96321,45234,Medium,12.6231,0
Post_2757,Instagram,#Challenge,Shorts,USA,1596330,438566,46359,10781,Medium,31.0529,0
Post_2758,Instagram,#Dance,Shorts,Brazil,2568596,17463,27489,29011,Medium,2.8795,0
Post_2759,Instagram,#Music,Tweet,Australia,1602583,95273,33154,31607,High,9.986,0
Post_2766,Instagram,#Education,Tweet,Germany,946340,417158,91240,25016,Low,56.366,1
Post_2767,Instagram,#Comedy,Reel,UK,3747884,82226,76069,31192,Medium,5.0558,0
Post_2772,Instagram,#Challenge,Tweet,Canada,3093066,372946,38682,18578,High,13.9087,0
Post_2774,Instagram,#Fitness,Reel,Canada,3634352,280654,38955,13864,Low,9.1756,0
Post_2775,Instagram,#Dance,Post,Brazil,3727003,242287,93794,1561,Low,9.0593,0
Post_2778,Instagram,#Education,Shorts,Japan,4660917,108250,64438,46473,Low,4.7021,0
Post_2785,Instagram,#Viral,Shorts,USA,3233563,150813,58386,1709,Low,6.5225,0
Post_2786,Instagram,#Music,Tweet,Brazil,3824375,327312,21152,33353,Low,9.9838,0
Post_2787,Instagram,#Viral,Shorts,Australia,1004552,189682,46042,10235,Medium,24.4844,0
Post_2789,Instagram,#Fashion,Tweet,USA,481808,61671,7895,34339,Low,21.5656,0
Post_2794,Instagram,#Music,Reel,UK,3816051,462424,91866,41600,High,15.6154,0
Post_2798,Instagram,#Gaming,Video,Canada,4336522,340438,51068,2711,Medium,9.0906,0
Post_2801,Instagram,#Music,Live Stream,Japan,1922920,346738,31025,28656,Low,21.1355,0
Post_2807,Instagram,#Tech,Live Stream,UK,706597,69502,74826,29444,Low,24.5928,0
Post_2811,Instagram,#Challenge,Reel,UK,4402298,311108,37588,11747,Low,8.1876,0
Post_2812,Instagram,#Fitness,Shorts,USA,4421041,282996,32876,25568,Medium,7.7231,0
Post_2816,Instagram,#Dance,Reel,Canada,2608658,98810,82993,34706,High,8.2996,0
Post_2822,Instagram,#Viral,Video,Australia,1060579,3040,27023,2492,Medium,3.0695,0
Post_2823,Instagram,#Comedy,Live Stream,USA,410897,318387,21785,34447,High,91.171,1
Post_2824,Instagram,#Education,Shorts,Germany,4726108,458831,19832,13777,High,10.4196,0
Post_2830,Instagram,#Fashion,Live Stream,UK,3243480,129261,28764,26090,High,5.6765,0
Post_2831,Instagram,#Viral,Post,Germany,3735626,401542,46135,21504,Medium,12.5596,0
Post_2836,Instagram,#Fashion,Video,Germany,4546358,102608,86881,9657,Medium,4.3803,0
Post_2837,Instagram,#Dance,Video,Brazil,1430779,315712,1000,5052,Low,22.4887,0
Post_2838,Instagram,#Challenge,Reel,USA,228932,378052,98315,7270,High,211.2579,1
Post_2839,Instagram,#Fashion,Shorts,Canada,965970,292954,63900,42310,Medium,41.3226,1
Post_2840,Instagram,#Gaming,Post,Germany,4926990,270638,91444,45562,High,8.2737,0
Post_2850,Instagram,#Fitness,Video,UK,202210,289749,57498,29545,High,186.337,1
Post_2855,Instagram,#Dance,Shorts,Germany,2100020,314357,71376,21215,High,19.3783,0
Post_2857,Instagram,#Viral,Shorts,Brazil,2337596,467029,77732,4729,Low,23.5066,0
Post_2862,Instagram,#Education,Shorts,Japan,4440766,432244,61567,31213,Low,11.8228,0
Post_2865,Instagram,#Viral,Reel,Australia,1831119,491782,86681,48075,High,34.2161,0
Post_2869,Instagram,#Education,Tweet,USA,2425779,288690,80963,22285,Low,16.1572,0
Post_2875,Instagram,#Challenge,Live Stream,Canada,701100,318884,45392,11881,Medium,53.6524,1
Post_2876,Instagram,#Tech,Post,Canada,4367832,28067,57644,1618,High,1.9994,0
Post_2877,Instagram,#Comedy,Reel,Germany,3972959,32049,94677,6195,Medium,3.3456,0
Post_2878,Instagram,#Comedy,Post,Canada,4599775,330663,79218,13710,Medium,9.209,0
Post_2887,Instagram,#Gaming,Live Stream,India,1531926,391683,51624,29359,Medium,30.8544,0
Post_2891,Instagram,#Challenge,Shorts,Germany,821533,342870,79554,16318,Low,53.4053,1
Post_2894,Instagram,#Fitness,Tweet,Brazil,3616113,50849,51541,5257,Medium,2.9769,0
Post_2896,Instagram,#Viral,Live Stream,USA,670827,419802,52712,9940,Low,71.9193,1
Post_2898,Instagram,#Tech,Live Stream,Canada,4926887,377993,44337,34514,Medium,9.2725,0
Post_2899,Instagram,#Comedy,Video,USA,2176834,489451,95563,19558,High,27.773,0
Post_2904,Instagram,#Fashion,Tweet,Germany,3582719,222267,74127,44442,High,9.5133,0
Post_2908,Instagram,#Challenge,Live Stream,UK,4498056,491674,95872,47593,High,14.1203,0
Post_2918,Instagram,#Challenge,Shorts,Canada,4050217,331829,65620,38905,Medium,10.7736,0
Post_2930,Instagram,#Education,Shorts,Germany,2757834,276600,2866,32837,Low,11.3242,0
Post_2935,Instagram,#Tech,Live Stream,Germany,3184440,427144,76762,16306,High,16.3361,0
Post_2942,Instagram,#Fitness,Live Stream,Brazil,4116538,248427,78029,35739,Medium,8.7985,0
Post_2944,Instagram,#Education,Tweet,Brazil,3233439,234569,33026,19726,High,8.8859,0
Post_2945,Instagram,#Fashion,Video,USA,1745859,326923,67496,2336,High,22.7255,0
Post_2949,Instagram,#Dance,Post,India,4669272,368176,25124,26215,Medium,8.9846,0
Post_2954,Instagram,#Education,Post,Australia,3909608,328265,91682,28567,High,11.4721,0
Post_2955,Instagram,#Viral,Video,India,84988,3961,66175,7174,Low,90.9658,1
Post_2957,Instagram,#Dance,Reel,USA,3869119,243254,45272,41026,Medium,8.5175,0
Post_2959,Instagram,#Fashion,Live Stream,Japan,2510654,222047,42335,18710,Low,11.2756,0
Post_2964,Instagram,#Fashion,Tweet,USA,1454497,198979,27467,43108,High,18.5325,0
Post_2965,Instagram,#Gaming,Video,UK,4636106,119192,74078,46366,Low,5.1689,0
Post_2966,Instagram,#Fashion,Live Stream,Brazil,1418093,167927,21604,23507,High,15.0229,0
Post_2971,Instagram,#Fitness,Video,Australia,2698643,357079,83343,41222,Medium,17.8476,0
Post_2990,Instagram,#Gaming,Reel,Australia,4401295,150497,53808,43102,Low,5.6212,0
Post_2992,Instagram,#Fitness,Shorts,UK,4023553,138648,78164,47562,Low,6.5707,0
Post_3011,Instagram,#Fitness,Tweet,Germany,4574811,234031,61405,24447,Low,6.9923,0
Post_3021,Instagram,#Comedy,Video,India,757452,53035,57545,36097,High,19.3645,0
Post_3025,Instagram,#Tech,Tweet,Germany,3246752,341196,98173,49438,Medium,15.0553,0
Post_3026,Instagram,#Gaming,Tweet,Australia,1084541,476378,7727,23253,High,46.7809,1
Post_3027,Instagram,#Comedy,Live Stream,Germany,1576922,260556,5576,916,High,16.9348,0
Post_3031,Instagram,#Education,Live Stream,Canada,1889280,209379,52856,26935,Medium,15.3058,0
Post_3034,Instagram,#Viral,Post,India,4032339,447185,95082,4553,Low,13.5609,0
Post_3039,Instagram,#Fitness,Video,USA,2327036,61250,78025,36566,Low,7.5564,0
Post_3040,Instagram,#Viral,Reel,Australia,939246,57670,81461,29497,Medium,17.9535,0
Post_3041,Instagram,#Comedy,Video,Canada,1731012,250378,88088,45704,Medium,22.1934,0
Post_3051,Instagram,#Challenge,Live Stream,USA,3068331,454979,20223,17128,High,16.0455,0
Post_3052,Instagram,#Music,Tweet,Canada,2528462,245856,95659,33681,High,14.8389,0
Post_3053,Instagram,#Comedy,Post,Canada,1119674,109989,80729,8816,Medium,17.8207,0
Post_3061,Instagram,#Challenge,Video,Brazil,277130,233783,85182,8036,Low,117.9955,1
Post_3063,Instagram,#Fashion,Shorts,India,1592224,151107,21352,42997,Medium,13.5318,0
Post_3069,Instagram,#Music,Reel,Brazil,961891,487176,12329,34064,Low,55.4708,1
Post_3084,Instagram,#Tech,Shorts,Germany,4843527,125726,6638,10865,High,2.9571,0
Post_3089,Instagram,#Tech,Tweet,Canada,3652853,316401,92501,7383,Low,11.3962,0
Post_3090,Instagram,#Fitness,Post,Brazil,4548249,326779,68925,15219,Medium,9.0348,0
Post_3091,Instagram,#Challenge,Shorts,Brazil,806577,50620,69364,17406,Medium,17.0337,0
Post_3094,Instagram,#Music,Live Stream,USA,2511024,62511,61932,3768,High,5.1059,0
Post_3097,Instagram,#Tech,Video,Germany,3837949,316369,65626,27325,Medium,10.6651,0
Post_3102,Instagram,#Dance,Live Stream,Canada,156951,408508,7362,30622,Medium,284.4786,1
Post_3103,Instagram,#Fitness,Live Stream,UK,3159453,460909,52610,20708,Medium,16.9088,0
Post_3107,Instagram,#Fitness,Tweet,USA,1659996,78744,84042,26271,Medium,11.389,0
Post_3111,Instagram,#Music,Reel,Australia,3133920,214076,33445,23364,High,8.6436,0
Post_3113,Instagram,#Education,Tweet,Brazil,4099154,220498,25835,8876,High,6.2259,0
Post_3119,Instagram,#Fashion,Live Stream,Australia,4588344,458754,69225,2083,Medium,11.5524,0
Post_3125,Instagram,#Fashion,Reel,Japan,2202961,39829,39612,33557,Low,5.1294,0
Post_3127,Instagram,#Tech,Live Stream,UK,2316030,473612,67470,39461,Low,25.0663,0
Post_3140,Instagram,#Tech,Live Stream,UK,1800642,446765,97999,9762,Low,30.796,0
Post_3152,Instagram,#Fitness,Shorts,Japan,2088618,33474,31406,37790,Low,4.9157,0
Post_3159,Instagram,#Fashion,Video,Germany,3008256,49571,4667,7419,High,2.0496,0
Post_3167,Instagram,#Education,Post,USA,3692899,333304,64397,41206,High,11.8852,0
Post_3172,Instagram,#Fashion,Tweet,Brazil,652613,68913,48724,2520,High,18.4117,0
Post_3183,Instagram,#Gaming,Live Stream,Brazil,4004484,28922,67896,39287,Medium,3.3988,0
Post_3189,Instagram,#Tech,Shorts,USA,2703206,265588,10903,43619,Low,11.8419,0
Post_3191,Instagram,#Gaming,Live Stream,USA,2605580,295265,43546,18596,High,13.717,0
Post_3192,Instagram,#Dance,Video,Canada,675381,235103,16489,18896,Low,40.0497,1
Post_3196,Instagram,#Fitness,Shorts,India,3228575,264811,27451,24414,High,9.8085,0
Post_3197,Instagram,#Education,Reel,Australia,3413756,181553,21480,3465,Low,6.049,0
Post_3199,Instagram,#Dance,Post,Canada,1145849,287542,90299,42322,High,36.6683,0
Post_3208,Instagram,#Challenge,Post,India,4431107,465657,33665,5015,Medium,11.3817,0
Post_3210,Instagram,#Education,Video,Australia,2982515,223769,87424,11556,High,10.8214,0
Post_3212,Instagram,#Dance,Tweet,Germany,2487151,309174,3823,14068,High,13.1502,0
Post_3213,Instagram,#Challenge,Live Stream,Germany,827453,98572,86466,22004,High,25.0216,0
Post_3218,Instagram,#Viral,Video,USA,4397591,416382,88301,47488,Medium,12.5562,0
Post_3222,Instagram,#Tech,Reel,Australia,604410,281512,29457,28963,Medium,56.242,1
Post_3224,Instagram,#Fashion,Video,India,4771704,282262,66844,16684,Low,7.6658,0
Post_3230,Instagram,#Education,Post,USA,4873492,97181,19120,23324,High,2.865,0
Post_3232,Instagram,#Music,Reel,USA,1227035,90647,96551,30875,Medium,17.7724,0
Post_3233,Instagram,#Challenge,Live Stream,Brazil,2940609,417021,8144,10445,Medium,14.8136,0
Post_3236,Instagram,#Tech,Video,Australia,4501262,376672,46465,42986,High,10.3554,0
Post_3240,Instagram,#Fitness,Shorts,India,2023201,336333,92713,45633,Medium,23.4618,0
Post_3243,Instagram,#Comedy,Video,UK,1316770,5074,20536,3832,Medium,2.2359,0
Post_3247,Instagram,#Education,Post,Brazil,4326229,246832,39479,26490,High,7.2303,0
Post_3251,Instagram,#Music,Video,Canada,236875,74979,9432,26615,Low,46.8711,1
Post_3252,Instagram,#Education,Reel,India,4566449,141902,86919,12914,Low,5.2937,0
Post_3258,Instagram,#Tech,Reel,Australia,276749,409709,41368,1705,Medium,163.6075,1
Post_3259,Instagram,#Fitness,Live Stream,UK,2872146,421936,20418,15861,Medium,15.9538,0
Post_3266,Instagram,#Gaming,Live Stream,Australia,4616223,304084,26970,23126,Low,7.6725,0
Post_3272,Instagram,#Fashion,Reel,Germany,623920,217601,92282,15725,Low,52.1875,1
Post_3275,Instagram,#Tech,Post,Brazil,384054,131704,17338,882,Low,39.0372,0
Post_3280,Instagram,#Fitness,Video,India,2036540,16738,9695,43757,High,3.4465,0
Post_3283,Instagram,#Education,Post,Canada,1020700,433852,77135,31850,High,53.1828,1
Post_3285,Instagram,#Viral,Live Stream,India,39781,423500,50945,34819,Low,1280.1689,1
Post_3286,Instagram,#Fashion,Post,Japan,97690,412823,75641,11702,Low,511.993,1
Post_3289,Instagram,#Fashion,Shorts,Brazil,56401,377017,1123,49912,High,758.944,1
Post_3291,Instagram,#Viral,Reel,Japan,1748866,327009,18316,21361,Medium,20.9671,0
Post_3293,Instagram,#Fitness,Reel,Japan,4883378,87676,14621,26540,Medium,2.6383,0
Post_3295,Instagram,#Music,Video,Canada,1059321,458647,29080,38590,High,49.6844,1
Post_3303,Instagram,#Challenge,Video,Germany,478538,205376,88710,8313,High,63.1923,1
Post_3306,Instagram,#Comedy,Reel,Japan,3613144,231529,75728,6741,High,8.6904,0
Post_3310,Instagram,#Fitness,Live Stream,Germany,1438981,309626,19111,19443,High,24.1963,0
Post_3311,Instagram,#Viral,Live Stream,Brazil,478152,134611,34849,19291,Low,39.4751,0
Post_3318,Instagram,#Education,Reel,Canada,812354,499312,94311,6281,Low,73.8476,1
Post_3320,Instagram,#Music,Post,UK,2537706,119745,44035,24671,High,7.426,0
Post_3325,Instagram,#Dance,Shorts,UK,133501,499664,49136,9299,Low,418.0486,1
Post_3327,Instagram,#Education,Post,USA,2470375,91574,67902,15922,Low,7.1001,0
Post_3331,Instagram,#Dance,Video,Canada,2994745,447160,13987,33907,Low,16.5308,0
Post_3335,Instagram,#Tech,Post,Germany,2875293,19233,44540,47447,Low,3.8681,0
Post_3348,Instagram,#Music,Shorts,Australia,2229517,223788,28338,14001,High,11.9365,0
Post_3349,Instagram,#Challenge,Tweet,Japan,4454713,55437,78284,10261,Low,3.2321,0
Post_3352,Instagram,#Viral,Shorts,Brazil,2607404,75633,52102,12416,High,5.3751,0
Post_3354,Instagram,#Challenge,Tweet,UK,3561125,94613,21873,47524,Medium,4.6056,0
Post_3356,Instagram,#Music,Reel,Canada,3725186,349303,22384,21451,Low,10.5535,0
Post_3362,Instagram,#Comedy,Post,Japan,1722355,236274,45770,40757,Low,18.7418,0
Post_3364,Instagram,#Music,Shorts,Brazil,2411833,294331,39137,41720,High,15.5561,0
Post_3365,Instagram,#Tech,Reel,Brazil,528143,357050,25187,1365,Medium,72.6322,1
Post_3367,Instagram,#Gaming,Post,Japan,1252622,38532,98666,12777,Low,11.9729,0
Post_3371,Instagram,#Music,Shorts,Brazil,1405761,376444,44939,49230,Low,33.4775,0
Post_3375,Instagram,#Viral,Live Stream,USA,955722,315687,77050,46526,Medium,45.9614,1
Post_3376,Instagram,#Fitness,Live Stream,USA,153498,362887,45894,46622,High,296.6833,1
Post_3378,Instagram,#Music,Reel,UK,2184869,12871,32688,47224,Medium,4.2466,0
Post_3384,Instagram,#Viral,Live Stream,Japan,3661315,389654,63439,49862,Medium,13.737,0
Post_3385,Instagram,#Comedy,Post,USA,1663117,471900,960,24601,Low,29.9114,0
Post_3386,Instagram,#Fitness,Tweet,UK,1322682,185370,26878,19908,Medium,17.5519,0
Post_3390,Instagram,#Challenge,Tweet,UK,1890827,110536,55270,12779,Medium,9.4448,0
Post_3396,Instagram,#Tech,Live Stream,USA,4053392,221994,56470,5057,Low,6.9947,0
Post_3398,Instagram,#Gaming,Live Stream,Canada,4530813,129661,92531,42840,Medium,5.8495,0
Post_3402,Instagram,#Tech,Tweet,Brazil,2822791,420187,28350,34025,Medium,17.0952,0
Post_3404,Instagram,#Challenge,Tweet,UK,1707151,195846,61196,10966,High,15.6991,0
Post_3406,Instagram,#Viral,Video,Canada,4627367,176050,52562,12843,Low,5.218,0
Post_3412,Instagram,#Challenge,Video,Canada,1498441,104553,44545,30245,High,11.9686,0
Post_3421,Instagram,#Tech,Shorts,Brazil,285407,69051,12083,38231,Low,41.8227,1
Post_3422,Instagram,#Viral,Live Stream,Brazil,2018387,316555,60967,2987,High,18.8521,0
Post_3427,Instagram,#Gaming,Post,India,2460263,108243,73742,33958,High,8.7772,0
Post_3430,Instagram,#Gaming,Post,UK,4503859,296994,31652,33525,Low,8.0413,0
Post_3431,Instagram,#Gaming,Reel,Australia,513332,455793,97926,29388,Medium,113.5926,1
Post_3435,Instagram,#Challenge,Reel,Canada,2732791,118006,19060,32402,High,6.2013,0
Post_3446,Instagram,#Education,Live Stream,Germany,926712,424010,3881,40154,Low,50.506,1
Post_3453,Instagram,#Fashion,Post,India,4048901,50694,92406,8402,High,3.7418,0
Post_3455,Instagram,#Challenge,Post,Brazil,3253451,65643,21278,14353,Low,3.1128,0
Post_3456,Instagram,#Fitness,Tweet,India,52567,309679,88484,2957,Low,763.0643,1
Post_3459,Instagram,#Tech,Post,Germany,127793,40339,80645,23618,Low,113.1533,1
Post_3464,Instagram,#Comedy,Shorts,Brazil,186228,313554,35669,29462,Medium,203.3448,1
Post_3466,Instagram,#Fashion,Tweet,Canada,1566853,216701,96557,24597,High,21.5626,0
Post_3469,Instagram,#Comedy,Shorts,UK,1788764,303395,28692,43483,Low,20.9961,0
Post_3480,Instagram,#Tech,Post,UK,3402750,453691,25559,1846,High,14.1384,0
Post_3484,Instagram,#Tech,Video,UK,948205,279450,19021,28397,Low,34.4723,0
Post_3485,Instagram,#Viral,Post,India,2043510,481273,53976,25707,Medium,27.4506,0
Post_3486,Instagram,#Fitness,Video,Canada,1650691,213362,16662,28984,Medium,15.6909,0
Post_3493,Instagram,#Viral,Video,UK,3179227,226624,320,17306,Low,7.6827,0
Post_3496,Instagram,#Viral,Shorts,Australia,1783139,219741,55360,38676,Medium,17.5969,0
Post_3499,Instagram,#Challenge,Video,Australia,4559245,477588,64375,23246,High,12.397,0
Post_3506,Instagram,#Music,Live Stream,UK,3211977,47868,69676,23438,High,4.3893,0
Post_3511,Instagram,#Fashion,Tweet,Japan,884253,386330,81443,9032,Low,53.9218,1
Post_3512,Instagram,#Gaming,Reel,Japan,2956646,230844,11370,12565,High,8.6172,0
Post_3516,Instagram,#Viral,Live Stream,India,1110655,290104,57393,23702,High,33.4216,0
Post_3527,Instagram,#Fitness,Tweet,India,1264685,227648,29351,23301,High,22.1636,0
Post_3528,Instagram,#Challenge,Reel,Australia,1473168,236845,44426,19742,Low,20.433,0
Post_3530,Instagram,#Comedy,Shorts,Germany,1140110,38015,8131,7309,High,4.6886,0
Post_3531,Instagram,#Viral,Post,Japan,1460320,474886,32537,17147,Medium,35.9216,0
Post_3534,Instagram,#Fashion,Post,India,4852257,464130,22228,5534,High,10.1374,0
Post_3540,Instagram,#Fitness,Post,Canada,2899386,288198,97504,29093,Low,14.3063,0
Post_3542,Instagram,#Fitness,Live Stream,Brazil,4037427,201579,92106,34502,Medium,8.1286,0
Post_3547,Instagram,#Tech,Post,UK,2709554,483418,35675,6041,High,19.3808,0
Post_3548,Instagram,#Music,Live Stream,India,1757386,22752,36095,37939,Low,5.5074,0
Post_3553,Instagram,#Fitness,Live Stream,Australia,2355608,335201,89190,47165,High,20.0184,0
Post_3566,Instagram,#Tech,Shorts,Canada,898472,379417,26812,46208,Medium,50.3563,1
Post_3571,Instagram,#Viral,Post,Germany,4007626,296181,64879,9812,Medium,9.2542,0
Post_3580,Instagram,#Education,Video,India,2367228,440739,70043,20486,High,22.4426,0
Post_3583,Instagram,#Fitness,Live Stream,Australia,1294997,23756,95096,36485,Medium,11.9952,0
Post_3591,Instagram,#Dance,Post,UK,2647054,41257,39244,9813,Medium,3.4119,0
Post_3594,Instagram,#Music,Video,Australia,4557029,125724,1278,33044,Low,3.5121,0
Post_3597,Instagram,#Education,Reel,USA,3570669,376435,42008,15701,Medium,12.1586,0
Post_3599,Instagram,#Fashion,Shorts,USA,1761578,272014,92390,5140,Low,20.978,0
Post_3602,Instagram,#Education,Reel,Germany,2535862,93339,72820,2828,Low,6.6639,0
Post_3603,Instagram,#Gaming,Post,Japan,2408561,311453,91334,6412,Medium,16.9894,0
Post_3605,Instagram,#Challenge,Live Stream,Canada,1700132,81658,81466,33991,High,11.5941,0
Post_3607,Instagram,#Dance,Tweet,USA,1406784,449995,79996,33134,Medium,40.0292,1
Post_3612,Instagram,#Fitness,Post,Japan,2940522,25740,72776,35407,Low,4.5544,0
Post_3613,Instagram,#Music,Reel,Australia,2100416,225017,46803,12290,High,13.5264,0
Post_3617,Instagram,#Education,Tweet,Germany,4651459,68377,67937,30898,Low,3.5948,0
Post_3619,Instagram,#Music,Video,USA,4277027,354830,17598,7596,Low,8.8852,0
Post_3621,Instagram,#Comedy,Video,UK,3794993,200502,92287,9187,Medium,7.9572,0
Post_3624,Instagram,#Fashion,Video,Australia,1671868,395880,60863,10189,Medium,27.9288,0
Post_3626,Instagram,#Tech,Tweet,Canada,3620053,417221,33890,43836,Low,13.6724,0
Post_3628,Instagram,#Music,Tweet,Australia,2716374,344755,20540,31222,Low,14.5973,0
Post_3632,Instagram,#Music,Live Stream,Australia,2714339,195676,96044,18591,High,11.4323,0
Post_3633,Instagram,#Education,Reel,India,4625228,96042,96828,30562,High,4.8307,0
Post_3635,Instagram,#Education,Post,Brazil,2093646,289340,34851,10245,Medium,15.9739,0
Post_3646,Instagram,#Challenge,Shorts,Japan,2903014,398167,70875,25022,Medium,17.019,0
Post_3648,Instagram,#Gaming,Tweet,Japan,665115,5418,9160,6114,Medium,3.111,0
Post_3652,Instagram,#Challenge,Post,USA,2446014,30223,88394,2447,Medium,4.9494,0
Post_3653,Instagram,#Comedy,Reel,Canada,3699879,213072,16388,34755,Medium,7.1412,0
Post_3656,Instagram,#Challenge,Shorts,Japan,2314668,36572,67108,42772,Low,6.3271,0
Post_3658,Instagram,#Fitness,Live Stream,Germany,1058506,361715,51528,5422,Medium,39.5524,0
Post_3661,Instagram,#Comedy,Live Stream,Germany,1724155,458079,9417,48609,Low,29.9338,0
Post_3665,Instagram,#Fashion,Live Stream,UK,2103231,265912,65039,38575,Low,17.5694,0
